[eebir: iäbbár , iäbbárân , iäbbárist , iäbbáráin
joddee : joddein, joddest, joddei, joddee
jolgim : jolgiimáin, jolgiimist, jolgiimân, jolgim
jolgâdâs : jolgâdâssáin, jolgâdâsâst, jolgâdâsân, jolgâdâs
joommân : jomânáin, jomânist, jomânân, joommân
joorrân : jorânáin, jorânist, jorânân, joorrân
joođáán : jođánáin, jođánist, jođánân, joođáán
jorree : jorrein, jorrest, jorrei, jorree
jorŋâ : jorŋáin, joorŋâst, joorŋân, joorŋâ
jotkâ : joođhâ , jootkân , joođhâst , jođháin
jotkâ : jođháin, joođhâst, jootkân, joođhâ 
joto : jođo , joton , joođoost , jođoin
jotolâh : jotoluv , jotolâhân , jotoluvâst , jotoluvváin
jotteem : jotemáin, jotemist, jotemân, jotteem
jođetteijee : jođetteijein, jođetteijest, jođetteijei, jođetteijee
jođáttâs : jođáttâssáin, jođáttâsâst, jođáttâsân, jođáttâs
juhhee : juhhein, juhhest, juhhei, juhhee
juhle : juhlijn, juhleest, juuhlán, juhle
julgáštâs : julgáštâssáin, julgáštâsâst, julgáštâsân, julgáštâs
juná : junáin, junást, junán, juná
juohum : juohumáin, juohumist, juohumân, juohum
juonâ : juonáin, juonâst, juonân, juonâ
juovlâevangelium : juovlâevangeliumáin, juovlâevangeliumist, juovlâevangeliumân, juovlâevangelium
juovvân : juovânáin, juovânist, juovânân, juovvân
juovâ : juováin, juovâst, juovân, juovâ
jurgâleijee : jurgâleijein, jurgâleijest, jurgâleijei, jurgâleijee
jurgâlus : jurgâlussáin, jurgâlusâst, jurgâlusân, jurgâlus
jurrâmâš : jurrâmâššáin, jurrâmâšâst, jurrâmâšân, jurrâmâš
jurssee : jurssein, jurssest, jurssei, jurssee
juuguurt : jugurtáin, jugurtist, jugurtân, juuguurt
juuguurt : jugurttáin, jugurttist, jugurttân, juuguurt
juuhâ : juvváin, juuvâst, juuhân, juuvâ
juuhâm : juhâmáin, juhâmist, juhâmân, juuhâm
juullân : julânáin, julânist, julânân, juullân
juumâ : juumáin, juumâst, juumân, juumâ
juurdâ : jurduin, jurdust, jurdui, jurduu
juurdâsillee : juurdâsillein, juurdâsillest, juurdâsillei, juurdâsillee
juuriist : juristáin, juristist, juristân, juuriist
juurrâm : jurâmáin, jurâmist, jurâmân, juurrâm
juurrân : jurânáin, jurânist, jurânân, juurrân
juurâ : juuráin, juurâst, juurân, juurâ
juvâtteijee : juvâtteijein, juvâtteijest, juvâtteijei, juvâtteijee
juvâttâs : juvâttâssáin, juvâttâsâst, juvâttâsân, juvâttâs
juáhu : juávvoin, juávust, juáhun, juávu
juáigus : juáigusáin, juáigusist, juáigusân, juáigus
juávkku : juávhu , juávkun , juávhust , juávhoin
juŋkká : juŋkkáin, juŋkkáást, juuŋkán, juŋká
juŋkká : juŋká , juuŋkán , juŋkkáást , juŋkkáin
juŋŋâ : juuŋáin, juuŋâst, juuŋân, juuŋâ
juŋŋâ : juuŋâ , juuŋân , juuŋâst , juuŋáin
jyehhee : jyehhein, jyehhest, jyehhei, jyehhee
jyehim : jyehimáin, jyehimist, jyehimân, jyehim
jyelgi : jyelgi , juálgán , jyelgist , juolgijn
jyemehâš : jyemeháá , jyemehâžân , jyemeháást , jyemeháin
jámálgem : jámálgem , jáámáálgmân , jáámáálgmist , jáámáálgmáin
jándur : jánduráin, jándurist, jándurân, jándur
jáágár : jáágáráin, jáágárist, jáágárân, jáágár
jáámu : jáámu , jáámun , jáámust , jáámoin
jävri : javrijn, jäävrist, jáávrán, jäävri
jävri : jäävri , jáávrán , jäävrist , javrijn
jäämmim : jämimáin, jämimist, jämimân, jäämmim
jäävvil : jáháláin, jáhálist, jáhálân, jáhháál
kaabel : kaabeláin, kaabelist, kaabelân, kaabel
kaacâ : kaccuin, kaccust, kaccui, kaccuu
kaagel : kaageláin, kaagelist, kaagelân, kaagel
kaahvâl : kahvâláin, kahvâlist, kahvâlân, kahvâl
kaaiŋâr : kaiŋâráin, kaiŋârist, kaiŋârân, kaiŋâr
kaaljâ : kaljâm , kaljâmân , kaljâmist , kaljâmáin
kaalâ : kaaláin, kaalâst, kaalân, kaalâ
kaameel : kameláin, kamelist, kamelân, kaameel
kaamâ : kammuin, kammust, kammui, kammuu
kaamâs : kamâsáin, kamâsist, kamâsân, kammâs
kaanaal : kanaláin, kanalist, kanalân, kaanaal
kaandâš : kandii , kandâžân , kandiist , kandijn
kaaneel : kaneláin, kanelist, kanelân, kaaneel
kaarsah : karsaháin, karsahist, karsahân, karsah
kaarsâh : karsâháin, karsâhist, karsâhân, karsâh
kaasi : kaasijn, kaasist, kaasin, kaasi
kaastâ : kastáin, kaastâst, kaastân, kaastâ
kaastâ : kastuin, kastust, kastui, kastuu
kaasu : kaasuin, kaasust, kaasun, kaasu
kaasâ : kaasáin, kaasâst, kaasân, kaasâ
kaavrâs : kavrâsáin, kavrâsist, kavrâsân, kavrâs
kaavâ : kaaváin, kaavâst, kaavân, kaavâ
kaavâ : kappuin, kappust, kappui, kappuu
kaccuu : kaccuin, kaccust, kaccui, kaccuu
kaddâlâs : kaddâlâssáin, kaddâlâsâst, kaddâlâsân, kaddâlâs
kadlâs : kadlâsáin, kadlâsist, kadlâsân, kadlâs
kahhaan : kahhaan , kahanjân , kahanjist , kahanjáin
kahhaanj : kahhaanj , kahanjân , kahanjist , kahanjáin
kahvel : kahveláin, kahvelist, kahvelân, kahvel
kaijuu : kaijuin, kaijust, kaijui, kaijuu
kaijuš : kaijuužii , kaijuužân , kaijuužiist , kaijuužáin
kalender : kalenderáin, kalenderist, kalenderân, kalender
kaljâm : kaljâmáin, kaljâmist, kaljâmân, kaljâm
kalkkâ : kalháin, kaalhâst, kaalkân, kaalhâ
kalmattâs : kalmattâssáin, kalmattâsâst, kalmattâsân, kalmattâs
kalvem : kalvemáin, kalvemist, kalvemân, kalvem
kalâččeijee : kalâččeijein, kalâččeijest, kalâččeijei, kalâččeijee
kamera : kamerain, kamerast, kameran, kamera
kamovärrejeijee : kamovärrejeijein, kamovärrejeijest, kamovärrejeijei, kamovärrejeijee
kanslist : kanslistáin, kanslistist, kanslistân, kanslist
kanttor : kanttoráin, kanttorist, kanttorân, kanttor
kapasiteet : kapasiteetáin, kapasiteetist, kapasiteetân, kapasiteet
kapitaal : kapitaaláin, kapitaalist, kapitaalân, kapitaal
kappeer : kaperáin, kaperist, kaperân, kappeer
kapteen : kapteenáin, kapteenist, kapteenân, kapteen
kardinaal : kardinaaláin, kardinaalist, kardinaalân, kardinaal
karodâs : karodâssáin, karodâsâst, karodâsân, karodâs
karrieer : karrieeráin, karrieerist, karrieerân, karrieer
karrii : karrii , [karrijân, karrij] , karrist , karrijn
karrii : karrijn, karrist, karrijân, karrii
karsin : karsináin, karsinist, karsinân, karsin
kartoŋk : kartoŋkáin, kartoŋkist, kartoŋkân, kartoŋk
kashmir : kashmiráin, kashmirist, kashmirân, kashmir
kassa : kasa , kaasan , kassaast , kassain
kassa : kassain, kassaast, kaasan, kasa
kasseet : kasseetáin, kasseetist, kasseetân, kasseet
kasseet : kasettáin, kasettist, kasettân, kasseet
kastanja : kastanjain, kastanjast, kastanjan, kastanja
katalysaattor : katalysaattoráin, katalysaattorist, katalysaattorân, katalysaattor
katkismus : katkismusáin, katkismusist, katkismusân, katkismus
katâmâš : katâmâššáin, katâmâšâst, katâmâšân, katâmâš
kaulur : kauluráin, kaulurist, kaulurân, kaulur
kavlin : kavlimáin, kavlimist, kavlimân, kavlin
kavra : kavra , kaavran , kavraast , kavrain
kavra : kavrain, kavraast, kaavran, kavra
kavra : kavrain, kavrast, kavran, kavra
kaškos : kaškosáin, kaškosist, kaškosân, kaškos
kašmârdeijee : kašmârdeijein, kašmârdeijest, kašmârdeijei, kašmârdeijee
kašnem : kašnemáin, kašnemist, kašnemân, kašnem
kađottâs : kađottâssáin, kađottâsâst, kađottâsân, kađottâs
kaččee : kaččein, kaččest, kaččei, kaččee
keeldâ : kelduin, keldust, keldui, kelduu
keemmân : kemânáin, kemânist, kemânân, keemmân
keemâd : kemâdáin, kemâdist, kemâdân, keemâd
keepis : kiäppáin, kiäppást, kiäppás, kiäppá
keeppil : kepiláin, kepilist, kepilân, keeppil
keeraam : keramáin, keramist, keramân, keeraam
kehá : keháin, kehást, kehán, kehá
kehârâttâm : kehârâtmáin, kehârâtmist, kehârâtmân, kehârâttâm
kejâlmâs : kejâlmâssáin, kejâlmâsâst, kejâlmâsân, kejâlmâs
kejâttep : kejâtteve , kejâttiäpán , kejâtteeveest , kejâtteevijn
kejâttep : kejâttevijn, kejâtteeveest, kejâttiäpán, kejâtteve
kejâttâs : kejâttâssáin, kejâttâsâst, kejâttâsân, kejâttâs
kemia : kemiain, kemiast, kemian, kemia
kemikaal : kemikaaláin, kemikaalist, kemikaalân, kemikaal
kemist : kemistáin, kemistist, kemistân, kemist
kemppâsâddee : kemppâsâddein, kemppâsâddest, kemppâsâddei, kemppâsâddee
kenigittee : kenigittein, kenigittest, kenigittei, kenigittee
kenraal : kenraaláin, kenraalist, kenraalân, kenraal
kepideijee : kepideijein, kepideijest, kepideijei, kepideijee
kepidem : kepidem , keeppidmân , keeppidmist , keeppidmáin
kepidemrekinistem : kepidemrekinistmáin, kepidemrekinistmist, kepidemrekinistmân, kepidemrekinistem
kerho : kerho , keerhon , kerhoost , kerhoin
kerosiin : kerosiináin, kerosiinist, kerosiinân, kerosiin
kerris : kerrisáin, kerrisist, kerrisân, kerris
kesikurpicca : kesikurpiccain, kesikurpiccast, kesikurpiccan, kesikurpicca
kessee : kessein, kessest, kessei, kessee
kestâ : kestáin, keestâst, keestân, keestâ
kettig : kettigáin, kettigist, kettigân, kettig
kevttee : kevttein, kevttest, kevttei, kevttee
kevttim : kevttimáin, kevttimist, kevttimân, kevttim
kevâttâs : kevâttâssáin, kevâttâsâst, kevâttâsân, kevâttâs
keččee : keččein, keččest, keččei, keččee
keŋŋuru : keŋŋuruin, keŋŋurust, keŋŋurun, keŋŋuru
keččâlem : keččâlmáin, keččâlmist, keččâlmân, keččâlem
keččâlâs : keččâlâssáin, keččâlâsâst, keččâlâsân, keččâlâs
kiccân : kiccânáin, kiccânist, kiccânân, kiccân
kiddim : kiddiimáin, kiddiimist, kiddiimân, kiddim
kiddim : kiddim , kiddiimân , kiddiimist , kiddiimáin
kiddodâhomâsteijee : kiddodâhomâsteijein, kiddodâhomâsteijest, kiddodâhomâsteijei, kiddodâhomâsteijee
kieddee : kieddein, kieddest, kieddei, kieddee
kiehâ : kievváin, kievâst, kiehân, kievâ
kiejâ : kiejáin, kiejâst, kiejân, kiejâ
kieldim : kieldimáin, kieldimist, kieldimân, kieldim
kieles : kiällás , kiälásân , kiälásist , kiälásáin
kielâ : kieláin, kielâst, kielân, kielâ
kielâmolsom : kielâmolsomáin, kielâmolsomist, kielâmolsomân, kielâmolsom
kielâs : kiellâs , kielâsân , kielâsist , kielâsáin
kiepâ : kieppuin, kieppust, kieppui, kieppuu
kiepâ : kieppuu , kieppui , kieppust , kieppuin
kierâ : kierruin, kierrust, kierrui, kierruu
kierâš : kierrâš , [kierâččân, kierâčân] , [kierâččist, kierâčist] , [kierâččáin, kierâčáin]
kietkâm : kietkâmáin, kietkâmist, kietkâmân, kietkâm
kietâ : kieđáin, kieđâst, kietân, kieđâ
kievkkân : kievkkânáin, kievkkânist, kievkkânân, kievkkân
kievŋis : kiävŋáin, kiävŋást, kiävŋás, kiävŋá
kievđâ : kievđáin, kievđâst, kievđân, kievđâ
kieškâ : kieškáin, kieškâst, kieškân, kieškâ
kieđâš : kieđii , kieđâžân , kieđiist , kieđijn
kihlom : kihlomáin, kihlomist, kihlomân, kihlom
kihlum : kihluumáin, kihluumist, kihluumân, kihlum
kihtâleijee : kihtâleijein, kihtâleijest, kihtâleijei, kihtâleijee
kihtâlus : kihtâlussáin, kihtâlusâst, kihtâlusân, kihtâlus
kihtâlâs : kihtâlâssáin, kihtâlâsâst, kihtâlâsân, kihtâlâs
kiihâm : kihâmáin, kihâmist, kihâmân, kiihâm
kiijkár : kiijkáráin, kiijkárist, kiijkárân, kiijkár
kiijtos : kijttosáin, kijttosist, kijttosân, kijttos
kiilu : kiilu , kiilun , kiilust , kiiluin
kiintâl : kinttâláin, kinttâlist, kinttâlân, kinttâl
kiiruurg : kiiruurg , kirurgân , kirurgist , kirurgáin
kiiruurg : kirurgáin, kirurgist, kirurgân, kiiruurg
kiirâs : kirrâs , kirrâsân , kirrâsist , kirrâsáin
kiistâ : kistuin, kistust, kistui, kistuu
kiiveer : kiveráin, kiverist, kiverân, kiiveer
kiiver : kiveráin, kiverist, kiverân, kiiver
kijssá : kijssáin, kiijsást, kiijsán, kiijsá
kiksâ : kiivsâ , kiiksân , kiivsâst , kivssáin
kildem : kildemáin, kildemist, kildemân, kildem
kildos : kildosáin, kildosist, kildosân, kildos
kilgool : kilgoláin, kilgolist, kilgolân, kilgool
kilgool : kilgool , kilgolân , kilgolist , kilgoláin
kiljookuáskim : kiljookuáskimáin, kiljookuáskimist, kiljookuáskimân, kiljookuáskim
kipsâ : kipsáin, kiipsâst, kiipsân, kiipsâ
kiptâ : kiptáin, kiiptâst, kiiptân, kiiptâ
kirahvi : kirahvijn, kirahvist, kirahvin, kirahvi
kirdee : kirdein, kirdest, kirdei, kirdee
kirdem : kirdemáin, kirdemist, kirdemân, kirdem
kirdemjođetteijee : kirdemjođetteijein, kirdemjođetteijest, kirdemjođetteijei, kirdemjođetteijee
kirhostâllâm : kirhostâlmáin, kirhostâlmist, kirhostâlmân, kirhostâllâm
kirjim : kirjiimáin, kirjiimist, kirjiimân, kirjim
kirkko : kirho , kiirkon , kirhoost , kirhoin
kirkkohistorjá : kirkkohistorjáin, kirkkohistorjást, kirkkohistorján, kirkkohistorjá
kirno : kirno , kiirnon , kirnoost , kirnoin
kirno : kirnoin, kirnoost, kiirnon, kirno
kirsik : kirsikáin, kirsikist, kirsikân, kirsik
kissá : kissáin, kissáást, kiisán, kisá
kissá : kisá , kiisán , kissáást , kissáin
kisto : kisto , kiiston , kistoost , kistoin
kisto : kistoin, kistoost, kiiston, kisto
kittâlâs : kittâlâssáin, kittâlâsâst, kittâlâsân, kittâlâs
kivsedeijee : kivsedeijein, kivsedeijest, kivsedeijei, kivsedeijee
kivsádâs : kivsádâssáin, kivsádâsâst, kivsádâsân, kivsádâs
kivveer : kiveráin, kiverist, kiverân, kivveer
kiäikkoo : kiäikkoin, kiäikkost, kiäikkoi, kiäikkoo
kiäinu : kiäinu , kiäinun , kiäinust , kiäinoin
kiäisár : kiäisáráin, kiäisárist, kiäisárân, kiäisár
kiäisárkuáskim : kiäisárkuáskimáin, kiäisárkuáskimist, kiäisárkuáskimân, kiäisárkuáskim
kiäldus : kiäldusáin, kiäldusist, kiäldusân, kiäldus
kiälkká : kiälhá , kiälkán , kiälhást , kiälháin
kiällár : kiälláráin, kiällárist, kiällárân, kiällár
kiällâr : kiällâráin, kiällârist, kiällârân, kiällâr
kiämád : kiämádáin, kiämádist, kiämádân, kiämád
kiäpádâs : kiäpádâssáin, kiäpádâsâst, kiäpádâsân, kiäpádâs
kiärdum : kiärdumáin, kiärdumist, kiärdumân, kiärdum
kiärduttâs : kiärduttâssáin, kiärduttâsâst, kiärduttâsân, kiärduttâs
kiärpáš : kiärppáá , kiärpážân , kiärppáást , kiärppáin
kiärtuš : , 
kiäruin : kiäruin , kiärunjân , kiärunjist , kiärunjáin
kiärun : kiärrun , kiärunân , kiärunist , kiärunáin
kiärunj : kiärunj , kiärunjân , kiärunjist , kiärunjáin
kiäsupaasuun : kiäsupasunáin, kiäsupasunist, kiäsupasunân, kiäsupaasuun
kiäčču : kiäju , kiäčun , kiäjust , kiäjoin
kiškodem : kiškodem , kiškoodmân , kiškoodmist , kiškoodmáin
kiškomlarmâdeijee : kiškomlarmâdeijein, kiškomlarmâdeijest, kiškomlarmâdeijei, kiškomlarmâdeijee
kiškum : kiškuumáin, kiškuumist, kiškuumân, kiškum
kišto : kištoin, kištoost, kiišton, kišto
kištottâllee : kištottâllein, kištottâllest, kištottâllei, kištottâllee
kištottâllâm : kištottâlmáin, kištottâlmist, kištottâlmân, kištottâllâm
kiđđâ : kiiđáin, kiiđâst, kiiđân, kiiđâ
kiđđâpiippo : kiđđâpiippoin, kiđđâpiippost, kiđđâpiippon, kiđđâpiippo
klassijkkár : klassijkkáráin, klassijkkárist, klassijkkárân, klassijkkár
kobđottâs : kobđottâssáin, kobđottâsâst, kobđottâsân, kobđottâs
koddem : koddemáin, koddemist, koddemân, koddem
kodor : kodoráin, kodorist, kodorân, kodor
kohhum : kohhuumáin, kohhuumist, kohhuumân, kohhum
kohmá : kohmáin, kohmáást, koohmán, kohmá
koibâ : koibáin, kooibâst,kooibân, kooibâ
koistâs : koistâsáin, koistâsist, koistâsân, koistâs
kokain : kokaináin, kokainist, kokainân, kokain
kolbâ : koolbâ , koolbân , koolbâst , kolbáin
koldem : koldemáin, koldemist, koldemân, koldem
kolgooh : kolgoháin, kolgohist, kolgohân, kolgooh
kolgooh : kolgooh , kolgohân , kolgohist , kolgoháin
kolgos : kolgosáin, kolgosist, kolgosân, kolgos
kolgâmuš : kolgâmuššáin, kolgâmušâst, kolgâmušân, kolgâmuš
kollesalvân : kollesalvânáin, kollesalvânist, kollesalvânân, kollesalvân
kolliistâllâm : kolliistâllâm , kolliistâlmân , kolliistâlmist , kolliistâlmáin
kolliistâllâm : kolliistâlmáin, kolliistâlmist, kolliistâlmân, kolliistâllâm
kolloom : kolomáin, kolomist, kolomân, kolloom
kolo : kolo , kolon , kooloost , koloin
kolonialism : kolonialismáin, kolonialismist, kolonialismân, kolonialism
kolvâ : kolváin, koolvâst, koolvân, koolvâ
komerdem : komerdem , koomeerdmân , koomeerdmist , koomeerdmáin
komitatiiv : komitatiiváin, komitatiivist, komitatiivân, komitatiiv
kommemaainâs : kommemainâsáin, kommemainâsist, kommemainâsân, kommemainâs
kommunist : kommunistáin, kommunistist, kommunistân, kommunist
komparatiiv : komparatiiváin, komparatiivist, komparatiivân, komparatiiv
kompas : kompasin, kompasist, kompasin, kompas
kompost : kompostáin, kompostist, kompostân, kompost
kompostistem : kompostistmáin, kompostistmist, kompostistmân, kompostistem
kompâlâššee : kompâlâššein, kompâlâššest, kompâlâššei, kompâlâššee
komserjâs : komserjâs , komserjâsân , komserjâsâst , komserjâssáin
komserjâs : komserjâssáin, komserjâsâst, komserjâsân, komserjâs
kondom : kondomáin, kondomist, kondomân, kondom
konferens : konferensáin, konferensist, konferensân, konferens
konjunktuur : konjunktuuráin, konjunktuurist, konjunktuurân, konjunktuur
konsert : konsertáin, konsertist, konsertân, konsert
konsonant : konsonantáin, konsonantist, konsonantân, konsonant
konstâ : konstáin, koonstâst, koonstân, koonstâ
koodâr : koddâráin, koddârist, koddârân, koddâr
kooleeht : kolehtáin, kolehtist, kolehtân, kooleeht
koollân : kolânáin, kolânist, kolânân, koollân
koomeet : koomeet , komettân , komettist , komettáin
koomeet : komettáin, komettist, komettân, koomeet
koomeet : kometáin, kometist, kometân, koomeet
kooppâin : kooppâin , kopânjân , kopânjist , kopânjáin
kooraal : koraláin, koralist, koralân, kooraal
koori : koori , koorin , koorist , koorijn
koori : koorijn, koorist, koorin, koori
koorood : korodáin, korodist, korodân, koorood
koorrân : korânáin, korânist, korânân, koorrân
